last_name,first_name,middle_name,suffix,nickname,full_name,type,state,district,party,twitter,twitter_id,facebook,youtube,mastodon,ballotpedia_id,washington_post_id,wikipedia_id
Ogles,Andrew,,IV,,Andrew Ogles,rep,TN,5,Republican,,,,,,Andy Ogles,,Andy Ogles
Moran,Nathaniel,Quentin,,,Nathaniel Moran,rep,TX,1,Republican,,,,,,Nathaniel Moran,,Nathaniel Moran
Self,Keith,Alan,,,Keith Self,rep,TX,3,Republican,,,,,,Keith Self,,Keith Self
Luttrell,Morgan,Joe,,,Morgan Luttrell,rep,TX,8,Republican,RepLuttrell,1.60303E+18,,,,,,Morgan Luttrell
De La Cruz,Mónica,,,,Monica De La Cruz,rep,TX,15,Republican,,,,,,,,Monica De La Cruz
Crockett,Jasmine,Felicia,,,Jasmine Crockett,rep,TX,30,Democrat,RepJasmine,1.60997E+18,,,,,,Jasmine Crockett
Casar,Gregorio,Eduardo,,,Greg Casar,rep,TX,35,Democrat,RepCasar,1.49951E+18,,,,,,Greg Casar
Hunt,Wesley,Parish,,,Wesley Hunt,rep,TX,38,Republican,RepWesleyHunt,1.60275E+18,,,,Wesley Hunt (Texas Congress),,Wesley Hunt
Kiggans,Jennifer,Ann,,,Jennifer Kiggans,rep,VA,2,Republican,,,,,,,,Jen Kiggans
Balint,Becca,A.,,,Becca Balint,rep,VT,0,Democrat,RepBeccaB,1.60612E+18,,,,,,Becca Balint
Gluesenkamp Perez,Marie,,,,Marie Gluesenkamp Perez,rep,WA,3,Democrat,RepMGP,1.60313E+18,,,,Marie Gluesenkamp Perez,,Marie Gluesenkamp Perez
Van Orden,Derrick,Francis,,,Derrick Van Orden,rep,WI,3,Republican,RepVanOrden,1.59878E+18,,,,Derrick Van Orden,,Derrick Van Orden
Hageman,Harriet,Maxine,,,Harriet M. Hageman,rep,WY,0,Republican,,,,,,Harriet Hageman,,Harriet Hageman
Ricketts,Pete,,,,Pete Ricketts,sen,NE,,Republican,,,,,,Pete Ricketts,,Pete Ricketts
McClellan,Jennifer,,,,Jennifer L. McClellan,rep,VA,4,Democrat,,,,,,Jennifer McClellan,,Jennifer McClellan
